ID,Daypart,Visit#Daypart
108088,5 PM - before 9 PM,4
108088,9 PM or later,4
108091,5 PM - before 9 PM,5
108091,Before 9 AM,10
108111,5 PM - before 9 PM,10
108111,Before 9 AM,20
108115,11 AM - before 2 PM,5
108115,Before 9 AM,5
108116,11 AM - before 2 PM,1
108116,5 PM - before 9 PM,5
108116,Before 9 AM,6
108138,Before 9 AM,4
108145,2 PM - before 5 PM,2
108146,5 PM - before 9 PM,1
108146,Before 9 AM,1
108148,11 AM - before 2 PM,4
108148,Before 9 AM,6
108150,2 PM - before 5 PM,2
108150,5 PM - before 9 PM,3
108150,9 AM - before 11 AM,3
108152,2 PM - before 5 PM,4
108152,5 PM - before 9 PM,5
108152,9 AM - before 11 AM,3
108153,2 PM - before 5 PM,2
108153,5 PM - before 9 PM,4
108153,9 AM - before 11 AM,2
108154,5 PM - before 9 PM,2
108154,Before 9 AM,2
108221,Before 9 AM,5
108226,Before 9 AM,4
108253,9 AM - before 11 AM,4
108255,5 PM - before 9 PM,10
108255,Before 9 AM,20
108257,2 PM - before 5 PM,10
108257,5 PM - before 9 PM,5
108257,Before 9 AM,15
108258,9 AM - before 11 AM,8
108297,5 PM - before 9 PM,11
108297,Before 9 AM,1
108441,Before 9 AM,30
108548,5 PM - before 9 PM,20
108548,Before 9 AM,10
108596,11 AM - before 2 PM,3
108596,2 PM - before 5 PM,3
108596,5 PM - before 9 PM,4
108597,11 AM - before 2 PM,1
108597,5 PM - before 9 PM,2
108597,9 PM or later,1
108598,5 PM - before 9 PM,3
108599,11 AM - before 2 PM,1
108599,5 PM - before 9 PM,1
108600,5 PM - before 9 PM,2
108653,2 PM - before 5 PM,15
108653,Before 9 AM,15
108654,5 PM - before 9 PM,4
108655,11 AM - before 2 PM,15
108655,5 PM - before 9 PM,15
108656,5 PM - before 9 PM,8
108669,5 PM - before 9 PM,1
108669,9 AM - before 11 AM,1
108670,2 PM - before 5 PM,1
108670,5 PM - before 9 PM,2
108670,9 PM or later,1
108672,2 PM - before 5 PM,1
108672,9 PM or later,2
108719,Before 9 AM,4
108723,5 PM - before 9 PM,8
108724,Before 9 AM,2
108726,5 PM - before 9 PM,8
108888,11 AM - before 2 PM,2
108888,5 PM - before 9 PM,2
108889,11 AM - before 2 PM,2
108891,11 AM - before 2 PM,4
108891,5 PM - before 9 PM,4
108892,11 AM - before 2 PM,2
108892,Before 9 AM,2
108893,11 AM - before 2 PM,4
108893,5 PM - before 9 PM,4
108894,Before 9 AM,3
108895,11 AM - before 2 PM,5
108895,9 PM or later,4
108898,5 PM - before 9 PM,4
108899,5 PM - before 9 PM,6
108899,9 AM - before 11 AM,6
108903,2 PM - before 5 PM,5
108903,5 PM - before 9 PM,4
108903,Before 9 AM,3
108905,11 AM - before 2 PM,1
108905,5 PM - before 9 PM,1
108905,9 PM or later,2
108980,5 PM - before 9 PM,2
108981,2 PM - before 5 PM,3
108981,5 PM - before 9 PM,6
108981,9 AM - before 11 AM,4
108981,9 PM or later,2
108982,2 PM - before 5 PM,2
108982,5 PM - before 9 PM,3
108982,9 AM - before 11 AM,3
108982,Before 9 AM,2
108983,11 AM - before 2 PM,7
108983,2 PM - before 5 PM,7
108983,Before 9 AM,6
108984,5 PM - before 9 PM,3
109039,5 PM - before 9 PM,5
109039,Before 9 AM,5
109040,Before 9 AM,20
109041,5 PM - before 9 PM,3
109110,11 AM - before 2 PM,3
109110,2 PM - before 5 PM,5
109132,5 PM - before 9 PM,2
109134,Before 9 AM,4
109135,2 PM - before 5 PM,4
109135,5 PM - before 9 PM,2
109135,Before 9 AM,10
109136,11 AM - before 2 PM,2
109136,2 PM - before 5 PM,2
109137,5 PM - before 9 PM,2
109162,5 PM - before 9 PM,4
109163,Before 9 AM,30
109164,11 AM - before 2 PM,3
109165,5 PM - before 9 PM,2
109165,9 PM or later,2
109166,11 AM - before 2 PM,2
109168,11 AM - before 2 PM,3
109169,11 AM - before 2 PM,3
109169,5 PM - before 9 PM,1
109172,11 AM - before 2 PM,6
109172,5 PM - before 9 PM,8
109172,Before 9 AM,6
109174,11 AM - before 2 PM,5
109174,2 PM - before 5 PM,10
109174,5 PM - before 9 PM,10
109174,Before 9 AM,5
109195,5 PM - before 9 PM,4
109196,2 PM - before 5 PM,4
109198,5 PM - before 9 PM,4
109199,9 AM - before 11 AM,4
109199,Before 9 AM,3
109200,9 AM - before 11 AM,3
109200,Before 9 AM,3
109201,9 AM - before 11 AM,2
109201,Before 9 AM,2
109202,9 AM - before 11 AM,2
109202,Before 9 AM,2
109203,Before 9 AM,4
109205,5 PM - before 9 PM,3
109206,5 PM - before 9 PM,2
109206,9 AM - before 11 AM,1
109207,Before 9 AM,2
109208,5 PM - before 9 PM,2
109208,Before 9 AM,2
109209,5 PM - before 9 PM,4
109209,Before 9 AM,4
109210,5 PM - before 9 PM,3
109210,9 AM - before 11 AM,1
109211,Before 9 AM,4
109212,Before 9 AM,4
109213,5 PM - before 9 PM,2
109215,5 PM - before 9 PM,1
109215,Before 9 AM,2
109216,Before 9 AM,4
109217,Before 9 AM,3
109218,Before 9 AM,4
109219,5 PM - before 9 PM,1
109219,Before 9 AM,1
109220,5 PM - before 9 PM,4
109220,Before 9 AM,4
109221,Before 9 AM,2
109222,2 PM - before 5 PM,8
109223,9 AM - before 11 AM,10
109224,2 PM - before 5 PM,1
109224,5 PM - before 9 PM,2
109225,11 AM - before 2 PM,2
109225,5 PM - before 9 PM,2
109228,5 PM - before 9 PM,3
109229,2 PM - before 5 PM,4
109229,9 AM - before 11 AM,4
109236,11 AM - before 2 PM,4
109236,Before 9 AM,26
109237,Before 9 AM,16
109256,2 PM - before 5 PM,10
109256,Before 9 AM,20
109257,Before 9 AM,2
109258,11 AM - before 2 PM,2
109258,9 AM - before 11 AM,1
109259,Before 9 AM,2
109260,9 AM - before 11 AM,3
109261,2 PM - before 5 PM,2
109261,Before 9 AM,28
109263,9 AM - before 11 AM,2
109264,9 AM - before 11 AM,3
109267,5 PM - before 9 PM,2
109267,9 AM - before 11 AM,1
109350,5 PM - before 9 PM,15
109350,Before 9 AM,15
109372,5 PM - before 9 PM,15
109372,Before 9 AM,15
109419,2 PM - before 5 PM,15
109419,Before 9 AM,15
109444,2 PM - before 5 PM,1
109444,5 PM - before 9 PM,1
109445,5 PM - before 9 PM,4
109446,2 PM - before 5 PM,1
109446,9 AM - before 11 AM,1
109462,Before 9 AM,10
109545,11 AM - before 2 PM,4
109545,2 PM - before 5 PM,4
109723,Before 9 AM,20
109724,5 PM - before 9 PM,10
109724,Before 9 AM,20
109732,5 PM - before 9 PM,10
109780,5 PM - before 9 PM,4
109810,5 PM - before 9 PM,10
109819,5 PM - before 9 PM,4
109819,Before 9 AM,4
109849,Before 9 AM,2
109919,11 AM - before 2 PM,4
109919,2 PM - before 5 PM,7
109919,5 PM - before 9 PM,7
109919,Before 9 AM,4
109920,5 PM - before 9 PM,4
109920,9 AM - before 11 AM,4
109922,11 AM - before 2 PM,2
109922,2 PM - before 5 PM,2
109948,2 PM - before 5 PM,15
109948,9 AM - before 11 AM,15
109951,9 AM - before 11 AM,8
109994,5 PM - before 9 PM,4
109995,5 PM - before 9 PM,3
109995,Before 9 AM,1
110044,Before 9 AM,8
110051,Before 9 AM,4
110052,2 PM - before 5 PM,8
110053,5 PM - before 9 PM,8
110054,5 PM - before 9 PM,8
110077,Before 9 AM,30
110157,Before 9 AM,30
110158,2 PM - before 5 PM,10
110159,5 PM - before 9 PM,15
110159,Before 9 AM,15
110160,Before 9 AM,30
110161,Before 9 AM,20
110162,5 PM - before 9 PM,15
110162,Before 9 AM,15
110250,11 AM - before 2 PM,20
110250,5 PM - before 9 PM,10
110297,5 PM - before 9 PM,1
110297,Before 9 AM,1
110371,5 PM - before 9 PM,10
110371,Before 9 AM,5
110386,5 PM - before 9 PM,2
110388,Before 9 AM,4
110389,9 AM - before 11 AM,2
110391,9 AM - before 11 AM,4
110392,11 AM - before 2 PM,4
110392,2 PM - before 5 PM,7
110392,5 PM - before 9 PM,7
110392,9 AM - before 11 AM,3
110392,Before 9 AM,3
110394,11 AM - before 2 PM,2
110394,2 PM - before 5 PM,2
110394,5 PM - before 9 PM,2
110394,9 AM - before 11 AM,2
110394,Before 9 AM,2
110395,11 AM - before 2 PM,3
110395,2 PM - before 5 PM,3
110395,5 PM - before 9 PM,4
110395,9 AM - before 11 AM,3
110395,9 PM or later,3
110395,Before 9 AM,4
110396,Before 9 AM,30
110397,5 PM - before 9 PM,2
110398,5 PM - before 9 PM,30
110400,5 PM - before 9 PM,8
110401,5 PM - before 9 PM,3
110401,Before 9 AM,2
110402,5 PM - before 9 PM,1
110402,9 AM - before 11 AM,2
110404,11 AM - before 2 PM,3
110404,5 PM - before 9 PM,4
110406,11 AM - before 2 PM,4
110406,5 PM - before 9 PM,14
110406,9 AM - before 11 AM,2
110407,9 AM - before 11 AM,2
110408,5 PM - before 9 PM,2
110409,5 PM - before 9 PM,3
110409,9 AM - before 11 AM,7
110410,Before 9 AM,2
110411,9 AM - before 11 AM,3
110412,Before 9 AM,10
110413,Before 9 AM,5
110414,5 PM - before 9 PM,3
110414,9 PM or later,1
110415,5 PM - before 9 PM,8
110416,5 PM - before 9 PM,2
110417,9 AM - before 11 AM,30
110418,11 AM - before 2 PM,5
110418,5 PM - before 9 PM,6
110418,9 AM - before 11 AM,5
110418,9 PM or later,4
110418,Before 9 AM,10
110420,Before 9 AM,2
110421,5 PM - before 9 PM,8
110421,9 AM - before 11 AM,5
110421,9 PM or later,7
110421,Before 9 AM,10
110430,9 AM - before 11 AM,10
110509,5 PM - before 9 PM,13
110509,Before 9 AM,17
110510,2 PM - before 5 PM,2
110587,5 PM - before 9 PM,4
110587,Before 9 AM,6
110588,11 AM - before 2 PM,30
110589,Before 9 AM,30
110590,5 PM - before 9 PM,4
110591,5 PM - before 9 PM,4
110592,2 PM - before 5 PM,2
110592,5 PM - before 9 PM,2
110593,5 PM - before 9 PM,10
110593,9 AM - before 11 AM,20
110594,Before 9 AM,3
110596,5 PM - before 9 PM,4
110656,Before 9 AM,4
110762,5 PM - before 9 PM,4
110762,Before 9 AM,4
110803,5 PM - before 9 PM,4
110804,5 PM - before 9 PM,10
110805,11 AM - before 2 PM,15
110805,Before 9 AM,15
110816,5 PM - before 9 PM,6
110816,9 AM - before 11 AM,2
110899,Before 9 AM,8
111011,5 PM - before 9 PM,10
111012,9 AM - before 11 AM,3
111013,9 AM - before 11 AM,5
111014,2 PM - before 5 PM,3
111015,11 AM - before 2 PM,10
111015,5 PM - before 9 PM,10
111016,5 PM - before 9 PM,10
111017,5 PM - before 9 PM,4
111059,11 AM - before 2 PM,15
111059,Before 9 AM,15
111088,Before 9 AM,4
111100,Before 9 AM,4
111106,5 PM - before 9 PM,4
111125,5 PM - before 9 PM,3
111144,5 PM - before 9 PM,4
111301,5 PM - before 9 PM,2
111301,Before 9 AM,28
111331,Before 9 AM,3
111332,5 PM - before 9 PM,2
111404,5 PM - before 9 PM,2
111404,Before 9 AM,2
111405,11 AM - before 2 PM,6
111405,2 PM - before 5 PM,2
111428,Before 9 AM,2
111429,11 AM - before 2 PM,2
111430,5 PM - before 9 PM,4
111431,2 PM - before 5 PM,4
111431,Before 9 AM,26
111432,2 PM - before 5 PM,1
111432,Before 9 AM,1
111433,11 AM - before 2 PM,3
111433,5 PM - before 9 PM,3
111433,Before 9 AM,3
111434,11 AM - before 2 PM,8
111434,5 PM - before 9 PM,8
111435,5 PM - before 9 PM,4
111435,9 AM - before 11 AM,4
111439,5 PM - before 9 PM,6
111440,9 AM - before 11 AM,2
111440,Before 9 AM,1
111441,5 PM - before 9 PM,4
111443,5 PM - before 9 PM,3
111443,9 AM - before 11 AM,4
111443,9 PM or later,5
111443,Before 9 AM,4
111446,5 PM - before 9 PM,1
111447,5 PM - before 9 PM,3
111448,5 PM - before 9 PM,10
111450,9 AM - before 11 AM,4
111451,5 PM - before 9 PM,4
111451,9 AM - before 11 AM,4
111452,5 PM - before 9 PM,4
111457,Before 9 AM,2
111458,11 AM - before 2 PM,10
111458,9 AM - before 11 AM,10
111458,Before 9 AM,5
111459,5 PM - before 9 PM,2
111461,11 AM - before 2 PM,5
111461,5 PM - before 9 PM,3
111462,Before 9 AM,2
111463,9 AM - before 11 AM,2
111485,11 AM - before 2 PM,15
111485,5 PM - before 9 PM,5
111485,Before 9 AM,10
111487,5 PM - before 9 PM,4
111488,5 PM - before 9 PM,15
111488,Before 9 AM,15
111489,5 PM - before 9 PM,8
111490,9 AM - before 11 AM,3
111490,Before 9 AM,2
111495,9 AM - before 11 AM,5
111495,Before 9 AM,3
111496,5 PM - before 9 PM,9
111496,Before 9 AM,15
111498,5 PM - before 9 PM,4
111500,Before 9 AM,10
111605,2 PM - before 5 PM,4
111605,9 AM - before 11 AM,6
111682,5 PM - before 9 PM,8
111683,Before 9 AM,10
111760,5 PM - before 9 PM,10
111761,5 PM - before 9 PM,4
111871,5 PM - before 9 PM,8
111871,Before 9 AM,20
111872,5 PM - before 9 PM,10
111872,9 AM - before 11 AM,10
111872,Before 9 AM,10
111873,5 PM - before 9 PM,5
111874,5 PM - before 9 PM,2
111874,9 AM - before 11 AM,3
111875,5 PM - before 9 PM,8
111875,9 AM - before 11 AM,6
111875,Before 9 AM,10
111876,5 PM - before 9 PM,2
111879,Before 9 AM,30
111880,Before 9 AM,4
111881,5 PM - before 9 PM,4
111932,Before 9 AM,30
111933,5 PM - before 9 PM,30
112002,5 PM - before 9 PM,30
112010,9 AM - before 11 AM,4
112024,5 PM - before 9 PM,4
112027,5 PM - before 9 PM,4
112028,2 PM - before 5 PM,6
112028,5 PM - before 9 PM,10
112029,5 PM - before 9 PM,8
112030,9 AM - before 11 AM,2
112031,5 PM - before 9 PM,8
112042,2 PM - before 5 PM,0
112042,5 PM - before 9 PM,20
112042,Before 9 AM,20
112044,11 AM - before 2 PM,4
112044,5 PM - before 9 PM,6
112044,Before 9 AM,20
112060,5 PM - before 9 PM,10
112060,9 PM or later,10
112073,Before 9 AM,10
112093,5 PM - before 9 PM,3
112099,11 AM - before 2 PM,3
112099,Before 9 AM,1
112129,9 PM or later,5
112129,Before 9 AM,10
112130,2 PM - before 5 PM,8
112130,9 AM - before 11 AM,7
112135,Before 9 AM,3
112171,Before 9 AM,30
112172,11 AM - before 2 PM,18
112172,Before 9 AM,10
112174,Before 9 AM,4
112175,11 AM - before 2 PM,4
112175,5 PM - before 9 PM,4
112176,11 AM - before 2 PM,4
112176,Before 9 AM,4
112177,11 AM - before 2 PM,3
112177,5 PM - before 9 PM,2
112177,Before 9 AM,4
112178,11 AM - before 2 PM,15
112178,Before 9 AM,15
112179,11 AM - before 2 PM,4
112179,Before 9 AM,4
112180,Before 9 AM,2
112181,11 AM - before 2 PM,4
112181,5 PM - before 9 PM,4
112181,9 PM or later,8
112182,5 PM - before 9 PM,8
112183,11 AM - before 2 PM,1
112183,9 AM - before 11 AM,2
112192,5 PM - before 9 PM,30
112192,Before 9 AM,30
112193,11 AM - before 2 PM,30
112193,5 PM - before 9 PM,30
112193,Before 9 AM,60
112196,5 PM - before 9 PM,4
112201,5 PM - before 9 PM,4
112210,5 PM - before 9 PM,4
112210,9 PM or later,1
112211,5 PM - before 9 PM,8
112222,11 AM - before 2 PM,3
112222,5 PM - before 9 PM,2
112222,Before 9 AM,5
112226,5 PM - before 9 PM,4
112227,5 PM - before 9 PM,16
112270,11 AM - before 2 PM,3
112270,5 PM - before 9 PM,5
112271,11 AM - before 2 PM,15
112271,Before 9 AM,15
112291,Before 9 AM,30
112293,5 PM - before 9 PM,3
112293,Before 9 AM,12
112294,11 AM - before 2 PM,2
112294,5 PM - before 9 PM,2
112296,5 PM - before 9 PM,4
112337,5 PM - before 9 PM,4
112338,2 PM - before 5 PM,4
112338,9 AM - before 11 AM,4
112339,2 PM - before 5 PM,6
112339,Before 9 AM,6
112340,5 PM - before 9 PM,4
112340,Before 9 AM,26
112341,5 PM - before 9 PM,6
112342,9 AM - before 11 AM,4
112343,2 PM - before 5 PM,2
112344,5 PM - before 9 PM,1
112344,9 AM - before 11 AM,2
112345,5 PM - before 9 PM,12
112346,9 AM - before 11 AM,4
112347,5 PM - before 9 PM,1
112347,9 AM - before 11 AM,3
112348,5 PM - before 9 PM,4
112436,5 PM - before 9 PM,4
112438,11 AM - before 2 PM,30
112441,5 PM - before 9 PM,4
112465,Before 9 AM,1
112466,5 PM - before 9 PM,5
112466,9 AM - before 11 AM,1
112466,Before 9 AM,2
112467,5 PM - before 9 PM,2
112467,9 PM or later,3
112467,Before 9 AM,3
112468,5 PM - before 9 PM,7
112468,9 AM - before 11 AM,6
112468,9 PM or later,10
112468,Before 9 AM,7
112511,5 PM - before 9 PM,5
112511,9 AM - before 11 AM,5
112512,5 PM - before 9 PM,2
112513,9 AM - before 11 AM,2
112514,9 AM - before 11 AM,2
112516,Before 9 AM,8
112517,9 PM or later,30
112518,Before 9 AM,8
112519,5 PM - before 9 PM,8
112519,Before 9 AM,2
112520,5 PM - before 9 PM,2
112521,5 PM - before 9 PM,3
112522,11 AM - before 2 PM,8
112522,5 PM - before 9 PM,4
112523,5 PM - before 9 PM,2
112524,5 PM - before 9 PM,4
112525,9 AM - before 11 AM,4
112526,Before 9 AM,2
112527,9 AM - before 11 AM,2
112528,5 PM - before 9 PM,1
112528,9 PM or later,1
112530,5 PM - before 9 PM,1
112530,9 PM or later,2
112530,Before 9 AM,1
112531,Before 9 AM,30
112532,Before 9 AM,3
112534,5 PM - before 9 PM,2
112534,Before 9 AM,1
112535,5 PM - before 9 PM,3
112535,Before 9 AM,5
112536,11 AM - before 2 PM,2
112536,5 PM - before 9 PM,2
112538,2 PM - before 5 PM,4
112539,Before 9 AM,6
112541,11 AM - before 2 PM,3
112542,5 PM - before 9 PM,1
112542,9 AM - before 11 AM,1
112542,Before 9 AM,2
112543,11 AM - before 2 PM,6
112544,5 PM - before 9 PM,2
112561,Before 9 AM,4
112562,Before 9 AM,4
112563,9 AM - before 11 AM,3
112564,9 AM - before 11 AM,4
112565,Before 9 AM,15
112566,9 AM - before 11 AM,4
112567,5 PM - before 9 PM,4
112568,5 PM - before 9 PM,3
112569,5 PM - before 9 PM,12
112570,5 PM - before 9 PM,2
112570,9 AM - before 11 AM,28
112572,5 PM - before 9 PM,16
112573,2 PM - before 5 PM,9
112582,9 AM - before 11 AM,2
112583,Before 9 AM,2
112586,5 PM - before 9 PM,4
112587,Before 9 AM,30
112588,Before 9 AM,4
112589,9 AM - before 11 AM,4
112590,5 PM - before 9 PM,4
112590,Before 9 AM,4
112592,11 AM - before 2 PM,2
112593,Before 9 AM,2
112715,Before 9 AM,30
112815,Before 9 AM,4
112817,5 PM - before 9 PM,2
112817,9 PM or later,1
112818,9 PM or later,1
112819,5 PM - before 9 PM,2
112819,Before 9 AM,2
112820,5 PM - before 9 PM,5
112820,9 PM or later,5
112822,2 PM - before 5 PM,3
112823,5 PM - before 9 PM,4
112922,5 PM - before 9 PM,5
112922,9 PM or later,5
113048,5 PM - before 9 PM,8
113049,5 PM - before 9 PM,3
113050,5 PM - before 9 PM,1
113050,9 AM - before 11 AM,3
113075,11 AM - before 2 PM,30
113075,Before 9 AM,30
113103,2 PM - before 5 PM,9
113105,9 AM - before 11 AM,6
113105,9 PM or later,2
113106,9 AM - before 11 AM,20
113110,9 AM - before 11 AM,4
113186,Before 9 AM,30
113187,5 PM - before 9 PM,10
113188,5 PM - before 9 PM,2
113188,9 AM - before 11 AM,3
113219,Before 9 AM,2
113242,Before 9 AM,10
113292,Before 9 AM,2
113397,Before 9 AM,8
113431,5 PM - before 9 PM,4
113432,5 PM - before 9 PM,8
113452,Before 9 AM,8
113580,11 AM - before 2 PM,1
113580,Before 9 AM,2
113581,11 AM - before 2 PM,8
113581,5 PM - before 9 PM,10
113581,9 PM or later,7
113581,Before 9 AM,5
113595,Before 9 AM,12
113629,11 AM - before 2 PM,40
113629,5 PM - before 9 PM,40
113629,Before 9 AM,40
113630,11 AM - before 2 PM,20
113630,5 PM - before 9 PM,20
113630,Before 9 AM,20
113631,11 AM - before 2 PM,40
113631,5 PM - before 9 PM,40
113631,Before 9 AM,40
113632,11 AM - before 2 PM,40
113632,5 PM - before 9 PM,40
113632,Before 9 AM,40
113633,11 AM - before 2 PM,60
113633,5 PM - before 9 PM,60
113633,Before 9 AM,60
113659,Before 9 AM,20
113660,Before 9 AM,10
113661,5 PM - before 9 PM,6
113661,9 PM or later,6
113940,11 AM - before 2 PM,6
113940,Before 9 AM,24
114267,Before 9 AM,2
114328,Before 9 AM,2
114430,Before 9 AM,4
114472,9 AM - before 11 AM,4
114595,5 PM - before 9 PM,2
114608,5 PM - before 9 PM,3
114609,5 PM - before 9 PM,3
114997,Before 9 AM,8
115062,Before 9 AM,10
115064,5 PM - before 9 PM,5
115064,Before 9 AM,5
115065,9 PM or later,4
115065,Before 9 AM,1
115109,5 PM - before 9 PM,4
115109,Before 9 AM,8
115145,11 AM - before 2 PM,3
115145,5 PM - before 9 PM,4
115145,Before 9 AM,2
115311,9 PM or later,5
115311,Before 9 AM,7
115342,11 AM - before 2 PM,15
115342,Before 9 AM,15
115343,Before 9 AM,30
115344,Before 9 AM,30
115345,11 AM - before 2 PM,30
115345,5 PM - before 9 PM,30
115345,Before 9 AM,30
115346,11 AM - before 2 PM,30
115346,5 PM - before 9 PM,30
115346,Before 9 AM,30
115347,5 PM - before 9 PM,10
115347,Before 9 AM,5
115348,5 PM - before 9 PM,15
115349,5 PM - before 9 PM,4
115363,5 PM - before 9 PM,9
115363,Before 9 AM,3
115413,11 AM - before 2 PM,3
115413,5 PM - before 9 PM,5
115497,5 PM - before 9 PM,10
115497,Before 9 AM,10
115498,5 PM - before 9 PM,2
115498,9 AM - before 11 AM,13
115902,Before 9 AM,10
115903,5 PM - before 9 PM,6
115903,9 AM - before 11 AM,4
115904,9 AM - before 11 AM,4
115905,11 AM - before 2 PM,30
115905,5 PM - before 9 PM,30
115919,Before 9 AM,30
115933,11 AM - before 2 PM,8
115933,Before 9 AM,12
115942,11 AM - before 2 PM,5
115942,5 PM - before 9 PM,7
115947,5 PM - before 9 PM,45
115947,Before 9 AM,15
115951,11 AM - before 2 PM,3
115951,Before 9 AM,5
115962,11 AM - before 2 PM,2
115962,5 PM - before 9 PM,2
115962,Before 9 AM,6
115982,11 AM - before 2 PM,2
115982,5 PM - before 9 PM,8
115982,9 AM - before 11 AM,3
115982,Before 9 AM,17
115984,Before 9 AM,2
115986,2 PM - before 5 PM,4
115990,5 PM - before 9 PM,30
115993,9 AM - before 11 AM,3
115999,2 PM - before 5 PM,15
115999,5 PM - before 9 PM,15
116000,Before 9 AM,30
116005,Before 9 AM,10
116007,11 AM - before 2 PM,6
116007,2 PM - before 5 PM,4
116012,9 PM or later,2
116013,Before 9 AM,30
116014,5 PM - before 9 PM,30
116015,9 PM or later,4
116016,5 PM - before 9 PM,3
116017,9 AM - before 11 AM,2
116018,5 PM - before 9 PM,8
116018,Before 9 AM,30
116019,Before 9 AM,10
116020,Before 9 AM,30
116021,9 AM - before 11 AM,60
116021,9 PM or later,60
116022,Before 9 AM,30
116023,2 PM - before 5 PM,30
116023,Before 9 AM,30
116024,11 AM - before 2 PM,2
116025,Before 9 AM,30
116026,Before 9 AM,25
116027,Before 9 AM,30
116028,11 AM - before 2 PM,30
116028,5 PM - before 9 PM,30
116028,Before 9 AM,30
116029,Before 9 AM,5
116030,5 PM - before 9 PM,2
116030,Before 9 AM,1
116031,Before 9 AM,15
116032,Before 9 AM,30
116034,Before 9 AM,30
116035,Before 9 AM,30
116036,2 PM - before 5 PM,3
116037,5 PM - before 9 PM,30
116037,Before 9 AM,30
116038,2 PM - before 5 PM,2
116039,5 PM - before 9 PM,30
116039,Before 9 AM,30
116040,Before 9 AM,30
116041,5 PM - before 9 PM,4
116042,11 AM - before 2 PM,30
116042,5 PM - before 9 PM,30
116042,Before 9 AM,30
116044,Before 9 AM,3
116047,9 PM or later,15
116047,Before 9 AM,15
116048,2 PM - before 5 PM,2
116050,Before 9 AM,3
116052,5 PM - before 9 PM,2
116052,Before 9 AM,2
116062,5 PM - before 9 PM,5
116062,Before 9 AM,5
116068,9 AM - before 11 AM,8
116071,9 AM - before 11 AM,4
116080,Before 9 AM,10
116083,9 AM - before 11 AM,5
116083,Before 9 AM,3
116105,Before 9 AM,30
116106,5 PM - before 9 PM,15
116106,Before 9 AM,15
116107,Before 9 AM,2
116108,Before 9 AM,2
116180,5 PM - before 9 PM,5
116187,11 AM - before 2 PM,30
116187,5 PM - before 9 PM,30
116187,Before 9 AM,30
116188,5 PM - before 9 PM,10
116189,11 AM - before 2 PM,30
116189,5 PM - before 9 PM,30
116189,Before 9 AM,30
116190,5 PM - before 9 PM,15
116629,5 PM - before 9 PM,30
116629,Before 9 AM,30
116632,5 PM - before 9 PM,30
116644,9 AM - before 11 AM,2
116665,11 AM - before 2 PM,10
116665,Before 9 AM,20
116676,Before 9 AM,30
116686,2 PM - before 5 PM,7
116686,5 PM - before 9 PM,7
116686,Before 9 AM,6
116692,11 AM - before 2 PM,20
116692,5 PM - before 9 PM,20
116692,Before 9 AM,20
116710,5 PM - before 9 PM,3
116739,11 AM - before 2 PM,5
116739,2 PM - before 5 PM,5
116739,5 PM - before 9 PM,10
116739,Before 9 AM,5
116743,11 AM - before 2 PM,30
116743,Before 9 AM,30
116764,5 PM - before 9 PM,8
116764,9 PM or later,7
116764,Before 9 AM,15
116791,2 PM - before 5 PM,30
116791,5 PM - before 9 PM,20
116791,9 PM or later,10
116791,Before 9 AM,60
116827,11 AM - before 2 PM,30
116827,5 PM - before 9 PM,30
116827,Before 9 AM,30
116829,11 AM - before 2 PM,10
116829,Before 9 AM,10
116903,11 AM - before 2 PM,2
116903,2 PM - before 5 PM,3
116903,9 AM - before 11 AM,3
116908,Before 9 AM,10
116946,2 PM - before 5 PM,15
116946,Before 9 AM,15
116952,9 AM - before 11 AM,4
117008,5 PM - before 9 PM,10
117036,5 PM - before 9 PM,30
