ID,Needstates,Day#Daypart,NeedstateGroup
96566,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96566,Socialzing,Overall,Socializing
96567,Drinking coffee,Overall,Drinking beverages
96567,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96567,Have snack / pastry,Overall,Meals & Snack
96567,Relaxing (Alone),Overall,Relaxing & entertainment
96567,Socialzing,Overall,Socializing
96568,Drinking coffee,Overall,Drinking beverages
96568,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96568,Socialzing,Overall,Socializing
96598,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96598,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96598,Socialzing,Overall,Socializing
96599,Drinking coffee,Overall,Drinking beverages
96599,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96599,Socialzing,Overall,Socializing
96600,Drinking coffee,Overall,Drinking beverages
96600,Socialzing,Overall,Socializing
96601,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96601,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96601,Socialzing,Overall,Socializing
96602,Drinking coffee,Overall,Drinking beverages
96602,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96602,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96602,Socialzing,Overall,Socializing
96719,Drinking coffee,Overall,Drinking beverages
96719,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
96719,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
96719,Socialzing,Overall,Socializing
97076,Drinking coffee,Overall,Drinking beverages
97076,Drinking ice-blended,Overall,Drinking beverages
97076,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97076,Drinking tea,Overall,Drinking beverages
97076,Socialzing,Overall,Socializing
97076,Working / Business meeting,Overall,Working & business meeting
97077,Drinking coffee,Overall,Drinking beverages
97077,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97077,Socialzing,Overall,Socializing
97078,Drinking coffee,Overall,Drinking beverages
97078,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97078,Socialzing,Overall,Socializing
97079,Drinking coffee,Overall,Drinking beverages
97079,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97079,Drinking tea,Overall,Drinking beverages
97079,Socialzing,Overall,Socializing
97079,Working / Business meeting,Overall,Working & business meeting
97088,Drinking coffee,Overall,Drinking beverages
97088,Socialzing,Overall,Socializing
97089,Drinking coffee,Overall,Drinking beverages
97089,Socialzing,Overall,Socializing
97090,Drinking coffee,Overall,Drinking beverages
97090,Socialzing,Overall,Socializing
97090,Working / Business meeting,Overall,Working & business meeting
97091,Drinking coffee,Overall,Drinking beverages
97091,Socialzing,Overall,Socializing
97091,Working / Business meeting,Overall,Working & business meeting
97099,Socialzing,Overall,Socializing
97099,Working / Business meeting,Overall,Working & business meeting
97100,Drinking coffee,Overall,Drinking beverages
97100,Drinking ice-blended,Overall,Drinking beverages
97100,Socialzing,Overall,Socializing
97103,Drinking coffee,Overall,Drinking beverages
97103,Drinking ice-blended,Overall,Drinking beverages
97103,Socialzing,Overall,Socializing
97109,Drinking coffee,Overall,Drinking beverages
97109,Socialzing,Overall,Socializing
97111,Drinking coffee,Overall,Drinking beverages
97111,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
97111,Relaxing (Alone),Overall,Relaxing & entertainment
97111,Socialzing,Overall,Socializing
97112,Drinking ice-blended,Overall,Drinking beverages
97112,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97112,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
97112,Socialzing,Overall,Socializing
97112,Studying / Reading books,Overall,Studying & Others
97143,Drinking coffee,Overall,Drinking beverages
97143,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97143,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97143,Socialzing,Overall,Socializing
97144,Drinking coffee,Overall,Drinking beverages
97144,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97144,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97144,Socialzing,Overall,Socializing
97152,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97152,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
97153,Drinking coffee,Overall,Drinking beverages
97153,Drinking ice-blended,Overall,Drinking beverages
97153,Socialzing,Overall,Socializing
97195,Drinking coffee,Overall,Drinking beverages
97195,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97195,Socialzing,Overall,Socializing
97202,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97202,Socialzing,Overall,Socializing
97203,Drinking coffee,Overall,Drinking beverages
97203,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97203,Socialzing,Overall,Socializing
97203,Working / Business meeting,Overall,Working & business meeting
97213,Drinking coffee,Overall,Drinking beverages
97213,Socialzing,Overall,Socializing
97223,Drinking coffee,Overall,Drinking beverages
97223,Socialzing,Overall,Socializing
97224,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97224,Socialzing,Overall,Socializing
97229,Drinking coffee,Overall,Drinking beverages
97229,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97229,Socialzing,Overall,Socializing
97230,Drinking coffee,Overall,Drinking beverages
97230,Socialzing,Overall,Socializing
97234,Socialzing,Overall,Socializing
97473,Drinking coffee,Overall,Drinking beverages
97473,Drinking tea,Overall,Drinking beverages
97473,Have snack / pastry,Overall,Meals & Snack
97473,Socialzing,Overall,Socializing
97474,Drinking coffee,Overall,Drinking beverages
97474,Socialzing,Overall,Socializing
97476,Drinking coffee,Overall,Drinking beverages
97476,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97476,Drinking tea,Overall,Drinking beverages
97476,Have snack / pastry,Overall,Meals & Snack
97476,Socialzing,Overall,Socializing
97484,Drinking ice-blended,Overall,Drinking beverages
97484,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97484,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97484,Socialzing,Overall,Socializing
97485,Drinking coffee,Overall,Drinking beverages
97485,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97485,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97485,Relaxing (Alone),Overall,Relaxing & entertainment
97485,Socialzing,Overall,Socializing
97485,Working / Business meeting,Overall,Working & business meeting
97487,Drinking coffee,Overall,Drinking beverages
97487,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97487,Drinking tea,Overall,Drinking beverages
97487,Socialzing,Overall,Socializing
97488,Drinking coffee,Overall,Drinking beverages
97488,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97488,Socialzing,Overall,Socializing
97492,Drinking ice-blended,Overall,Drinking beverages
97492,Socialzing,Overall,Socializing
97493,Drinking coffee,Overall,Drinking beverages
97493,Socialzing,Overall,Socializing
97496,Drinking coffee,Overall,Drinking beverages
97496,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97496,Socialzing,Overall,Socializing
97497,Drinking ice-blended,Overall,Drinking beverages
97497,Socialzing,Overall,Socializing
97501,Socialzing,Overall,Socializing
97503,Socialzing,Overall,Socializing
97504,Drinking coffee,Overall,Drinking beverages
97504,Drinking ice-blended,Overall,Drinking beverages
97504,Socialzing,Overall,Socializing
97506,Drinking coffee,Overall,Drinking beverages
97506,Drinking ice-blended,Overall,Drinking beverages
97506,Have snack / pastry,Overall,Meals & Snack
97506,Socialzing,Overall,Socializing
97507,Drinking coffee,Overall,Drinking beverages
97507,Socialzing,Overall,Socializing
97507,Working / Business meeting,Overall,Working & business meeting
97509,Drinking ice-blended,Overall,Drinking beverages
97509,Drinking tea,Overall,Drinking beverages
97509,Socialzing,Overall,Socializing
97511,Drinking coffee,Overall,Drinking beverages
97511,Socialzing,Overall,Socializing
97512,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97512,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
97512,Socialzing,Overall,Socializing
97513,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
97513,Socialzing,Overall,Socializing
97516,Socialzing,Overall,Socializing
97516,Working / Business meeting,Overall,Working & business meeting
97536,Socialzing,Overall,Socializing
97695,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97695,Relaxing (Alone),Overall,Relaxing & entertainment
97695,Socialzing,Overall,Socializing
97697,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
97697,Socialzing,Overall,Socializing
98051,Drinking ice-blended,Overall,Drinking beverages
98051,Have snack / pastry,Overall,Meals & Snack
98051,Socialzing,Overall,Socializing
98052,Drinking coffee,Overall,Drinking beverages
98052,Socialzing,Overall,Socializing
98052,Working / Business meeting,Overall,Working & business meeting
98053,Drinking ice-blended,Overall,Drinking beverages
98053,Socialzing,Overall,Socializing
98053,Studying / Reading books,Overall,Studying & Others
98081,Drinking coffee,Overall,Drinking beverages
98081,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98081,Socialzing,Overall,Socializing
98099,Drinking coffee,Overall,Drinking beverages
98099,Relaxing (Alone),Overall,Relaxing & entertainment
98100,Drinking coffee,Overall,Drinking beverages
98101,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
98101,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98101,Socialzing,Overall,Socializing
98102,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
98102,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98102,Socialzing,Overall,Socializing
98107,Drinking coffee,Overall,Drinking beverages
98107,Relaxing (Alone),Overall,Relaxing & entertainment
98107,Socialzing,Overall,Socializing
98113,Relaxing (Alone),Overall,Relaxing & entertainment
98113,Socialzing,Overall,Socializing
98114,Drinking coffee,Overall,Drinking beverages
98114,Relaxing (Alone),Overall,Relaxing & entertainment
98115,Drinking coffee,Overall,Drinking beverages
98115,Relaxing (Alone),Overall,Relaxing & entertainment
98116,Drinking coffee,Overall,Drinking beverages
98116,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98116,Relaxing (Alone),Overall,Relaxing & entertainment
98117,Drinking coffee,Overall,Drinking beverages
98117,Drinking tea,Overall,Drinking beverages
98117,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98117,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98119,Socialzing,Overall,Socializing
98119,Working / Business meeting,Overall,Working & business meeting
98120,Drinking coffee,Overall,Drinking beverages
98120,Socialzing,Overall,Socializing
98120,Working / Business meeting,Overall,Working & business meeting
98121,Drinking coffee,Overall,Drinking beverages
98121,Socialzing,Overall,Socializing
98122,Drinking tea,Overall,Drinking beverages
98122,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98123,Drinking tea,Overall,Drinking beverages
98123,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98123,Socialzing,Overall,Socializing
98124,Drinking coffee,Overall,Drinking beverages
98124,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98279,Drinking coffee,Overall,Drinking beverages
98279,Drinking tea,Overall,Drinking beverages
98279,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98279,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98279,Socialzing,Overall,Socializing
98280,Drinking coffee,Overall,Drinking beverages
98280,Drinking tea,Overall,Drinking beverages
98280,"Enterntainment (watching movies. Playing games, browsing web,…)",Overall,Relaxing & entertainment
98280,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98280,Socialzing,Overall,Socializing
98281,Drinking coffee,Overall,Drinking beverages
98281,Drinking tea,Overall,Drinking beverages
98281,Socialzing,Overall,Socializing
98282,Drinking coffee,Overall,Drinking beverages
98282,Drinking tea,Overall,Drinking beverages
98282,Socialzing,Overall,Socializing
98283,Drinking coffee,Overall,Drinking beverages
98283,"Drinking other beverages (excluding tea, coffee, freeze)",Overall,Drinking beverages
98283,Drinking tea,Overall,Drinking beverages
98283,Socialzing,Overall,Socializing
98284,Drinking coffee,Overall,Drinking beverages
98284,Socialzing,Overall,Socializing
98285,Drinking coffee,Overall,Drinking beverages
98285,Have meals (breakfast / lunch / dinner),Overall,Meals & Snack
98285,Socialzing,Overall,Socializing
